batch_id,date,product,region,units_checked,defect,adulteration_fail,hygiene_fail,supplier_name,delivery_hours,cold_chain_breach,fat_percentage,snf_percentage,batch_temp,test_lab_name
BTCH005646,2024-08-05,Milk,Bangalore,93,3,2.16,1.0,Creamy Way,11.8,No,4.23,8.53,6.2,NABL Lab A
BTCH005647,2024-11-02,Lassi,Chennai,90,2,1.06,0.97,Milko Pure,16.7,Yes,4.02,8.72,5.8,NABL Lab B
BTCH005648,2024-09-30,Ghee,Bangalore,127,5,0.64,1.53,Green Valley,14.0,No,3.41,8.38,4.7,NABL Lab B
BTCH005649,2024-11-13,Ghee,Mumbai,85,2,2.55,0.81,Farm Roots,23.2,Yes,4.22,9.38,3.4,NABL Lab A
BTCH005650,2024-11-15,Milk,Chennai,96,1,2.57,0.37,Farm Roots,7.4,No,4.35,8.64,3.3,NABL Lab B
BTCH005651,2024-02-12,Paneer,Chennai,122,1,0.86,0.17,Farm Roots,8.5,Yes,4.04,9.4,5.7,NABL Lab A
BTCH005652,2024-01-05,Curd,Mumbai,106,5,2.56,1.32,Farm Roots,4.3,Yes,3.89,8.93,3.9,NABL Lab C
BTCH005653,2024-12-05,Curd,Bangalore,120,2,0.54,1.61,Farm Roots,10.1,No,3.99,8.58,3.4,NABL Lab B
BTCH005654,2024-10-09,Paneer,Chennai,136,4,0.55,1.76,Dairy Fresh,4.6,Yes,3.65,8.22,5.1,NABL Lab B
BTCH005655,2024-03-01,Milk,Delhi,132,4,0.15,0.31,Farm Roots,8.1,Yes,4.06,8.73,6.6,NABL Lab C
BTCH005656,2024-07-18,Paneer,Bangalore,130,4,1.13,1.42,Dairy Fresh,15.0,No,3.41,9.17,4.6,NABL Lab B
BTCH005657,2024-01-18,Curd,Mumbai,95,3,2.69,1.65,Green Valley,5.7,No,3.33,9.31,3.4,NABL Lab C
BTCH005658,2024-01-23,Curd,Pune,138,4,0.21,1.33,Green Valley,20.7,No,3.81,9.26,6.1,NABL Lab C
BTCH005659,2024-05-25,Paneer,Pune,118,1,0.96,0.11,Farm Roots,17.1,No,3.93,8.84,4.8,NABL Lab B
BTCH005660,2024-02-27,Curd,Pune,142,2,0.41,1.58,Dairy Fresh,5.2,Yes,4.27,8.39,5.8,NABL Lab C
BTCH005661,2024-01-03,Ghee,Mumbai,134,4,1.32,0.04,Farm Roots,11.8,No,3.7,8.59,6.7,NABL Lab A
BTCH005662,2024-12-20,Ghee,Delhi,141,1,1.72,0.79,Milko Pure,11.8,Yes,4.27,8.28,5.7,NABL Lab C
BTCH005663,2024-10-17,Milk,Bangalore,107,0,0.03,0.84,Creamy Way,10.9,Yes,4.31,8.53,6.6,NABL Lab A
BTCH005664,2024-12-11,Paneer,Mumbai,89,3,0.89,0.01,Milko Pure,22.8,No,4.48,8.66,4.9,NABL Lab B
BTCH005665,2024-11-19,Curd,Mumbai,114,0,1.77,0.75,Farm Roots,5.5,No,3.8,9.01,5.7,NABL Lab B
BTCH005666,2024-10-29,Ghee,Mumbai,150,5,0.66,0.6,Farm Roots,12.0,Yes,4.36,8.43,6.2,NABL Lab C
BTCH005667,2024-01-11,Milk,Pune,148,4,0.65,1.03,Creamy Way,19.3,Yes,4.04,8.85,5.3,NABL Lab C
BTCH005668,2024-01-12,Curd,Mumbai,103,4,2.04,0.32,Dairy Fresh,12.4,No,3.81,8.8,6.3,NABL Lab B
BTCH005669,2024-11-27,Milk,Mumbai,138,2,1.86,1.21,Creamy Way,18.0,No,3.64,8.91,4.8,NABL Lab A
BTCH005670,2024-06-13,Ghee,Bangalore,125,2,2.89,1.82,Creamy Way,9.1,Yes,3.44,9.26,5.4,NABL Lab C
BTCH005671,2024-05-13,Milk,Mumbai,103,4,1.19,1.53,Milko Pure,20.4,Yes,4.31,9.22,5.7,NABL Lab B
BTCH005672,2024-09-17,Curd,Mumbai,148,4,2.96,0.89,Milko Pure,8.1,No,4.38,8.26,5.7,NABL Lab A
BTCH005673,2024-06-26,Paneer,Pune,136,2,0.41,1.59,Milko Pure,9.1,Yes,3.6,9.13,5.7,NABL Lab A
BTCH005674,2024-05-20,Ghee,Mumbai,102,5,0.65,0.84,Milko Pure,16.5,Yes,3.53,8.2,5.4,NABL Lab C
BTCH005675,2024-12-11,Ghee,Chennai,90,5,2.75,0.38,Farm Roots,21.8,No,3.63,8.87,4.4,NABL Lab A
BTCH005676,2024-12-24,Curd,Bangalore,114,1,1.38,1.69,Milko Pure,15.6,Yes,3.83,9.16,3.6,NABL Lab A
BTCH005677,2024-12-31,Ghee,Chennai,148,0,1.15,0.26,Green Valley,9.4,No,4.22,8.69,5.5,NABL Lab B
BTCH005678,2024-11-06,Milk,Bangalore,123,0,1.03,0.37,Dairy Fresh,7.3,No,4.02,8.3,5.2,NABL Lab B
BTCH005679,2024-09-24,Ghee,Chennai,134,0,0.91,0.65,Creamy Way,7.7,No,3.79,9.27,5.6,NABL Lab A
BTCH005680,2024-12-13,Milk,Pune,93,2,1.09,1.07,Dairy Fresh,5.1,Yes,3.74,9.4,5.6,NABL Lab C
BTCH005681,2024-03-22,Milk,Mumbai,106,4,0.89,0.91,Milko Pure,18.4,Yes,3.87,8.46,6.5,NABL Lab C
BTCH005682,2024-10-12,Lassi,Chennai,139,5,1.88,0.85,Dairy Fresh,15.6,No,3.47,9.24,6.5,NABL Lab A
BTCH005683,2024-05-20,Curd,Pune,135,0,1.26,1.79,Green Valley,5.7,Yes,3.49,9.22,3.4,NABL Lab C
BTCH005684,2024-07-09,Lassi,Chennai,88,3,1.69,1.58,Green Valley,22.4,No,3.53,9.08,6.8,NABL Lab A
BTCH005685,2024-10-08,Paneer,Delhi,128,2,1.41,0.21,Green Valley,19.8,No,3.4,8.82,4.0,NABL Lab C
BTCH005686,2024-11-04,Ghee,Pune,146,5,1.26,1.07,Creamy Way,6.9,No,4.04,9.1,6.1,NABL Lab A
BTCH005687,2024-04-21,Ghee,Pune,118,0,0.33,0.86,Creamy Way,18.6,No,3.54,9.29,3.7,NABL Lab C
BTCH005688,2024-03-01,Milk,Mumbai,93,4,1.06,1.53,Milko Pure,13.0,No,4.3,8.6,6.7,NABL Lab C
BTCH005689,2024-07-04,Milk,Delhi,96,4,2.84,0.89,Milko Pure,10.9,No,4.4,9.13,5.5,NABL Lab B
BTCH005690,2024-11-23,Ghee,Bangalore,101,1,2.74,0.12,Creamy Way,22.3,No,4.43,8.48,3.1,NABL Lab A
BTCH005691,2024-07-13,Paneer,Mumbai,130,0,2.73,0.82,Milko Pure,10.4,Yes,4.26,8.22,4.9,NABL Lab A
BTCH005692,2024-01-22,Paneer,Mumbai,93,3,0.98,1.24,Farm Roots,16.8,No,3.56,8.61,6.8,NABL Lab B
BTCH005693,2024-06-18,Lassi,Mumbai,132,4,2.91,0.7,Creamy Way,12.0,No,4.02,8.45,5.6,NABL Lab B
BTCH005694,2024-09-23,Lassi,Mumbai,100,5,1.23,1.47,Creamy Way,14.4,Yes,3.64,8.85,5.9,NABL Lab A
BTCH005695,2024-01-25,Curd,Bangalore,136,3,1.86,0.32,Dairy Fresh,4.4,Yes,3.43,9.14,5.1,NABL Lab B
BTCH005696,2024-02-11,Lassi,Bangalore,94,4,2.8,1.94,Dairy Fresh,14.1,Yes,3.57,8.7,5.6,NABL Lab C
BTCH005697,2024-04-19,Ghee,Mumbai,131,4,0.72,0.14,Dairy Fresh,11.8,Yes,3.94,8.24,4.1,NABL Lab C
BTCH005698,2024-12-31,Milk,Delhi,118,5,0.22,1.46,Milko Pure,14.5,Yes,4.49,9.26,4.7,NABL Lab B
BTCH005699,2024-04-17,Milk,Bangalore,131,4,2.31,0.94,Creamy Way,19.3,Yes,3.52,8.46,5.1,NABL Lab A
BTCH005700,2024-03-15,Ghee,Chennai,111,4,0.71,0.62,Green Valley,5.1,No,4.33,8.94,4.1,NABL Lab C
BTCH005701,2024-10-27,Milk,Delhi,126,2,0.17,1.5,Green Valley,22.9,No,3.78,9.21,3.4,NABL Lab B
BTCH005702,2024-06-24,Milk,Mumbai,123,1,2.39,1.03,Green Valley,6.4,No,4.04,8.27,6.6,NABL Lab A
BTCH005703,2024-03-05,Lassi,Chennai,113,0,0.83,0.01,Green Valley,6.8,Yes,3.78,9.22,6.4,NABL Lab B
BTCH005704,2024-06-11,Lassi,Bangalore,126,2,1.17,1.74,Milko Pure,6.3,No,3.73,8.46,5.2,NABL Lab B
BTCH005705,2024-09-10,Ghee,Pune,130,0,2.67,1.0,Farm Roots,22.8,Yes,4.09,8.86,6.1,NABL Lab A
BTCH005706,2024-04-19,Paneer,Chennai,116,3,2.24,1.78,Green Valley,17.6,No,3.95,9.34,3.6,NABL Lab C
BTCH005707,2024-02-07,Curd,Bangalore,83,1,0.64,1.15,Farm Roots,4.8,Yes,3.89,8.28,5.1,NABL Lab A
BTCH005708,2024-07-25,Milk,Pune,95,2,1.22,1.13,Creamy Way,14.3,No,3.22,9.27,4.5,NABL Lab C
BTCH005709,2024-02-25,Ghee,Mumbai,114,0,1.51,1.65,Dairy Fresh,11.9,No,3.79,9.3,5.3,NABL Lab A
BTCH005710,2024-09-26,Curd,Delhi,98,4,0.09,1.39,Creamy Way,16.6,No,4.07,9.27,4.2,NABL Lab B
BTCH005711,2024-01-20,Milk,Mumbai,130,5,0.39,1.29,Creamy Way,13.3,No,3.73,8.52,5.3,NABL Lab C
BTCH005712,2024-07-15,Ghee,Chennai,83,0,2.6,1.58,Milko Pure,15.3,No,3.74,9.18,4.7,NABL Lab C
BTCH005713,2024-05-17,Milk,Mumbai,82,3,2.91,0.75,Green Valley,9.2,Yes,3.81,8.88,4.0,NABL Lab A
BTCH005714,2024-09-24,Ghee,Delhi,98,3,2.08,0.48,Dairy Fresh,16.5,No,3.7,8.3,3.1,NABL Lab B
BTCH005715,2024-04-18,Lassi,Pune,136,3,2.26,1.85,Farm Roots,10.2,No,4.3,9.44,6.9,NABL Lab A
BTCH005716,2024-11-05,Ghee,Delhi,88,2,2.6,0.52,Creamy Way,6.5,Yes,3.48,8.38,4.4,NABL Lab B
BTCH005717,2024-05-30,Paneer,Delhi,87,4,1.93,0.39,Creamy Way,20.0,No,3.34,9.37,5.0,NABL Lab B
BTCH005718,2024-06-07,Paneer,Bangalore,124,0,2.97,1.44,Milko Pure,21.8,No,4.03,9.32,6.1,NABL Lab C
BTCH005719,2024-08-10,Ghee,Delhi,100,2,2.77,0.76,Creamy Way,6.3,No,3.43,8.54,3.6,NABL Lab B
BTCH005720,2024-08-21,Curd,Bangalore,144,1,0.54,0.6,Milko Pure,4.7,No,3.6,8.31,3.4,NABL Lab C
BTCH005721,2024-07-12,Curd,Mumbai,140,1,0.76,1.08,Creamy Way,9.3,No,3.35,8.31,3.7,NABL Lab B
BTCH005722,2024-10-19,Lassi,Pune,95,4,1.17,0.96,Milko Pure,4.9,No,3.21,9.37,6.5,NABL Lab C
BTCH005723,2024-07-11,Milk,Chennai,125,3,1.64,0.2,Dairy Fresh,14.3,Yes,3.91,8.73,4.3,NABL Lab A
BTCH005724,2024-12-21,Curd,Delhi,102,0,0.87,1.68,Milko Pure,14.5,Yes,4.11,9.49,5.4,NABL Lab A
BTCH005725,2024-06-10,Milk,Delhi,82,4,1.55,1.74,Green Valley,22.1,No,3.83,8.64,4.6,NABL Lab B
BTCH005726,2024-04-22,Curd,Chennai,123,0,0.5,0.46,Farm Roots,16.0,No,3.28,8.67,6.5,NABL Lab C
BTCH005727,2024-11-28,Ghee,Chennai,120,2,2.4,1.86,Farm Roots,8.5,Yes,4.25,9.08,4.9,NABL Lab A
BTCH005728,2024-01-10,Lassi,Pune,148,3,0.63,1.3,Dairy Fresh,11.8,No,4.2,8.57,4.8,NABL Lab C
BTCH005729,2024-10-13,Lassi,Pune,131,5,1.09,1.33,Milko Pure,14.6,No,4.48,8.87,3.5,NABL Lab B
BTCH005730,2024-01-22,Ghee,Pune,107,5,0.28,0.77,Dairy Fresh,20.9,No,3.41,8.67,5.0,NABL Lab C
BTCH005731,2024-12-01,Milk,Mumbai,149,1,2.25,1.06,Green Valley,5.9,No,3.41,8.28,3.4,NABL Lab B
BTCH005732,2024-11-18,Lassi,Delhi,81,4,0.35,1.62,Creamy Way,6.3,Yes,4.23,9.48,6.8,NABL Lab C
BTCH005733,2024-05-24,Curd,Pune,127,0,1.71,0.07,Milko Pure,18.2,No,4.14,9.39,6.1,NABL Lab C
BTCH005734,2024-01-15,Curd,Bangalore,93,3,1.14,0.59,Creamy Way,7.1,Yes,3.33,9.21,4.6,NABL Lab B
BTCH005735,2024-05-20,Lassi,Pune,96,2,1.66,0.66,Milko Pure,22.2,Yes,3.69,9.3,6.7,NABL Lab A
BTCH005736,2024-06-24,Curd,Chennai,101,4,0.9,1.99,Creamy Way,21.6,Yes,4.34,9.4,4.2,NABL Lab C
BTCH005737,2024-01-02,Paneer,Chennai,146,0,1.25,0.09,Dairy Fresh,5.8,No,4.07,8.36,6.8,NABL Lab C
BTCH005738,2024-11-09,Lassi,Chennai,139,2,1.9,0.22,Creamy Way,5.1,Yes,3.25,8.86,5.6,NABL Lab C
BTCH005739,2024-07-10,Paneer,Delhi,131,2,1.11,1.08,Green Valley,20.9,No,3.8,9.03,3.2,NABL Lab C
BTCH005740,2024-10-09,Ghee,Mumbai,103,5,2.89,0.12,Farm Roots,9.6,Yes,3.61,8.28,3.2,NABL Lab C
BTCH005741,2024-10-18,Curd,Pune,146,0,1.54,1.39,Creamy Way,8.2,Yes,3.29,9.23,6.7,NABL Lab A
BTCH005742,2024-01-10,Milk,Delhi,133,0,0.62,0.76,Green Valley,15.1,Yes,3.8,8.89,5.5,NABL Lab C
BTCH005743,2024-01-31,Ghee,Delhi,112,4,0.46,0.59,Farm Roots,4.8,Yes,3.26,8.5,6.8,NABL Lab C
BTCH005744,2024-12-16,Ghee,Mumbai,117,2,1.53,0.96,Dairy Fresh,22.1,No,3.65,9.4,4.1,NABL Lab B
BTCH005745,2024-02-16,Ghee,Chennai,109,2,0.7,1.77,Green Valley,10.6,No,3.29,9.22,6.3,NABL Lab B
BTCH005746,2024-01-30,Ghee,Bangalore,81,5,0.42,0.27,Milko Pure,21.9,Yes,4.04,8.86,5.2,NABL Lab B
BTCH005747,2024-03-13,Milk,Chennai,141,1,0.4,1.73,Creamy Way,22.2,No,4.3,8.37,6.2,NABL Lab C
BTCH005748,2024-10-24,Paneer,Chennai,143,5,1.36,0.61,Milko Pure,19.3,No,3.54,8.5,5.9,NABL Lab C
BTCH005749,2024-07-25,Lassi,Bangalore,82,4,1.98,0.73,Green Valley,17.9,No,4.07,9.4,3.9,NABL Lab C
BTCH005750,2024-11-06,Lassi,Pune,86,3,1.1,0.74,Farm Roots,16.8,No,3.37,9.43,4.4,NABL Lab A
BTCH005751,2024-05-29,Paneer,Pune,103,4,0.69,1.95,Farm Roots,11.9,No,3.57,8.45,4.6,NABL Lab A
BTCH005752,2024-04-05,Paneer,Delhi,113,4,0.59,1.08,Green Valley,21.6,No,4.25,9.46,6.7,NABL Lab B
BTCH005753,2024-11-23,Milk,Delhi,81,1,1.0,0.74,Creamy Way,23.9,Yes,3.99,8.87,5.8,NABL Lab A
BTCH005754,2024-05-31,Curd,Mumbai,93,0,2.36,0.33,Farm Roots,5.4,No,3.62,8.61,4.6,NABL Lab B
BTCH005755,2024-01-26,Lassi,Bangalore,132,3,1.79,0.7,Milko Pure,7.2,No,3.97,8.95,3.8,NABL Lab A
BTCH005756,2024-09-11,Ghee,Pune,108,2,1.2,0.27,Farm Roots,4.4,Yes,3.61,8.87,3.6,NABL Lab A
BTCH005757,2024-10-24,Lassi,Chennai,100,0,2.38,0.9,Creamy Way,15.7,Yes,3.85,8.55,5.1,NABL Lab B
BTCH005758,2024-09-19,Milk,Bangalore,105,1,0.75,1.12,Farm Roots,8.9,Yes,4.2,8.23,5.3,NABL Lab A
BTCH005759,2024-11-05,Milk,Delhi,101,5,0.94,0.71,Creamy Way,7.3,No,3.61,8.54,3.9,NABL Lab B
BTCH005760,2024-01-19,Paneer,Delhi,134,1,2.27,1.0,Milko Pure,19.6,No,3.69,8.3,3.1,NABL Lab A
BTCH005761,2024-03-10,Milk,Delhi,136,2,0.75,1.89,Green Valley,5.2,Yes,3.9,9.32,5.0,NABL Lab B
BTCH005762,2024-10-01,Curd,Mumbai,120,5,1.32,1.56,Creamy Way,5.7,No,4.37,8.61,3.6,NABL Lab B
BTCH005763,2024-06-20,Milk,Delhi,142,1,2.0,0.92,Milko Pure,15.3,Yes,4.05,8.58,4.3,NABL Lab C
BTCH005764,2024-06-10,Lassi,Bangalore,89,3,0.32,0.74,Creamy Way,9.8,Yes,4.12,9.23,4.3,NABL Lab C
BTCH005765,2024-08-12,Curd,Bangalore,104,4,1.67,1.14,Dairy Fresh,4.3,No,3.79,8.84,5.6,NABL Lab B
BTCH005766,2024-12-26,Ghee,Pune,86,0,2.23,0.83,Green Valley,23.7,Yes,3.83,8.58,5.8,NABL Lab C
BTCH005767,2024-08-04,Ghee,Pune,105,3,0.74,1.37,Creamy Way,14.8,Yes,3.32,9.05,6.9,NABL Lab B
BTCH005768,2024-05-10,Ghee,Delhi,140,5,1.39,0.93,Milko Pure,18.5,No,3.68,8.92,6.7,NABL Lab B
BTCH005769,2024-03-05,Lassi,Bangalore,127,3,0.19,1.72,Farm Roots,22.2,No,3.38,9.21,4.7,NABL Lab B
BTCH005770,2024-03-04,Milk,Bangalore,132,3,1.07,0.78,Milko Pure,12.4,Yes,3.97,9.19,3.5,NABL Lab A
BTCH005771,2024-06-13,Milk,Chennai,121,4,1.41,1.87,Milko Pure,7.0,No,4.36,9.39,4.8,NABL Lab B
BTCH005772,2024-12-14,Lassi,Mumbai,140,3,0.22,0.8,Creamy Way,16.3,No,4.37,9.28,3.2,NABL Lab A
BTCH005773,2024-07-07,Milk,Bangalore,135,3,0.33,0.92,Farm Roots,9.7,No,3.68,8.95,5.7,NABL Lab C
BTCH005774,2024-09-26,Milk,Delhi,125,3,2.28,0.24,Dairy Fresh,21.3,Yes,3.39,8.43,5.7,NABL Lab B
BTCH005775,2024-12-08,Curd,Chennai,104,0,0.02,0.17,Milko Pure,20.3,No,4.12,8.94,6.7,NABL Lab A
BTCH005776,2024-01-07,Curd,Chennai,90,1,0.93,1.9,Dairy Fresh,11.0,No,4.38,8.74,4.8,NABL Lab B
BTCH005777,2024-09-11,Paneer,Pune,115,0,1.22,0.45,Farm Roots,19.9,No,3.37,8.64,3.4,NABL Lab C
BTCH005778,2024-04-29,Ghee,Chennai,93,2,1.6,1.12,Milko Pure,18.1,Yes,3.29,8.59,3.7,NABL Lab B
BTCH005779,2024-10-20,Lassi,Mumbai,148,1,1.01,0.6,Dairy Fresh,11.4,Yes,4.25,9.41,5.3,NABL Lab C
BTCH005780,2024-02-05,Milk,Pune,115,3,2.48,1.02,Milko Pure,23.3,No,3.51,9.22,5.5,NABL Lab A
BTCH005781,2024-07-17,Paneer,Pune,131,0,0.04,1.83,Milko Pure,12.2,No,3.6,9.13,4.6,NABL Lab A
BTCH005782,2024-04-12,Ghee,Mumbai,100,5,0.97,0.79,Farm Roots,19.6,Yes,4.42,9.46,4.2,NABL Lab B
BTCH005783,2024-07-27,Ghee,Pune,145,2,0.17,1.99,Farm Roots,4.2,Yes,4.36,8.25,3.9,NABL Lab C
BTCH005784,2024-08-14,Milk,Bangalore,118,3,1.52,0.7,Creamy Way,17.2,No,3.41,8.51,3.5,NABL Lab C
BTCH005785,2024-04-10,Ghee,Bangalore,120,5,1.34,0.86,Milko Pure,9.4,Yes,3.98,8.98,3.9,NABL Lab B
BTCH005786,2024-05-07,Paneer,Bangalore,87,5,1.64,1.35,Green Valley,11.6,Yes,3.48,8.29,3.6,NABL Lab B
BTCH005787,2024-11-07,Curd,Pune,118,2,1.7,1.22,Farm Roots,15.6,No,3.38,8.49,3.9,NABL Lab A
BTCH005788,2024-01-08,Curd,Delhi,109,4,1.68,0.1,Creamy Way,7.9,No,4.38,9.35,4.1,NABL Lab B
BTCH005789,2024-10-12,Ghee,Mumbai,149,3,2.76,0.09,Dairy Fresh,22.1,Yes,4.37,8.41,5.0,NABL Lab B
BTCH005790,2024-11-19,Paneer,Bangalore,85,0,1.04,1.9,Milko Pure,18.4,No,4.3,9.34,5.6,NABL Lab B
BTCH005791,2024-12-11,Ghee,Pune,143,1,1.29,1.96,Milko Pure,18.4,No,3.97,8.89,6.3,NABL Lab C
BTCH005792,2024-01-27,Curd,Pune,109,0,1.86,1.69,Milko Pure,19.6,No,3.39,8.96,3.4,NABL Lab B
BTCH005793,2024-02-11,Curd,Chennai,89,0,0.94,0.27,Creamy Way,9.8,No,4.06,8.93,5.1,NABL Lab B
BTCH005794,2024-12-07,Curd,Delhi,82,4,0.45,0.35,Farm Roots,23.9,No,3.33,8.99,6.5,NABL Lab B
BTCH005795,2024-05-27,Curd,Chennai,106,0,2.88,1.61,Dairy Fresh,9.2,No,3.27,9.31,4.6,NABL Lab C
BTCH005796,2024-09-20,Lassi,Bangalore,119,4,1.49,0.29,Creamy Way,4.2,Yes,4.32,9.04,5.1,NABL Lab B
BTCH005797,2024-12-22,Ghee,Bangalore,126,1,1.93,0.62,Farm Roots,6.7,Yes,3.42,8.44,5.4,NABL Lab C
BTCH005798,2024-10-23,Paneer,Mumbai,146,3,2.41,0.95,Green Valley,5.1,No,3.53,9.06,6.3,NABL Lab C
BTCH005799,2024-12-15,Ghee,Pune,91,1,0.32,0.39,Milko Pure,17.0,No,4.07,8.51,6.1,NABL Lab A
BTCH005800,2024-10-12,Curd,Delhi,119,1,0.95,1.84,Green Valley,12.5,Yes,3.45,9.09,3.8,NABL Lab A
BTCH005801,2024-03-13,Milk,Bangalore,136,0,0.54,1.99,Creamy Way,5.7,No,4.09,8.24,3.4,NABL Lab A
BTCH005802,2024-10-19,Ghee,Bangalore,144,0,2.36,0.95,Dairy Fresh,13.7,Yes,3.94,8.22,4.5,NABL Lab A
BTCH005803,2024-03-14,Lassi,Bangalore,111,2,2.31,0.09,Green Valley,12.5,No,4.1,9.2,6.3,NABL Lab C
BTCH005804,2024-03-18,Paneer,Mumbai,111,1,1.31,0.08,Farm Roots,13.7,Yes,4.27,9.33,6.6,NABL Lab B
BTCH005805,2024-07-14,Ghee,Mumbai,93,1,0.29,0.07,Dairy Fresh,20.7,No,3.76,8.88,3.7,NABL Lab C
BTCH005806,2024-12-11,Milk,Pune,110,3,2.31,1.02,Milko Pure,16.3,No,4.45,8.31,6.4,NABL Lab C
BTCH005807,2024-12-11,Paneer,Bangalore,121,3,1.19,1.94,Dairy Fresh,19.1,No,4.29,9.19,5.5,NABL Lab C
BTCH005808,2024-07-11,Paneer,Mumbai,105,0,0.29,1.59,Farm Roots,23.2,Yes,4.22,8.49,5.7,NABL Lab C
BTCH005809,2024-09-20,Milk,Pune,127,4,1.44,1.07,Creamy Way,8.0,No,3.66,8.62,6.5,NABL Lab C
BTCH005810,2024-11-18,Lassi,Bangalore,112,3,0.12,1.14,Farm Roots,10.7,No,4.37,8.88,6.8,NABL Lab A
BTCH005811,2024-01-31,Lassi,Pune,142,5,1.49,0.3,Creamy Way,15.8,No,4.08,8.67,3.5,NABL Lab C
BTCH005812,2024-09-29,Paneer,Delhi,81,5,0.19,1.11,Farm Roots,10.2,Yes,4.19,8.29,5.2,NABL Lab A
BTCH005813,2024-12-12,Milk,Delhi,103,0,0.34,1.96,Farm Roots,19.2,No,3.22,8.34,5.5,NABL Lab C
BTCH005814,2024-08-04,Curd,Delhi,115,4,1.55,1.94,Farm Roots,14.1,Yes,4.49,8.75,3.1,NABL Lab C
BTCH005815,2024-03-06,Ghee,Pune,109,0,1.88,1.73,Green Valley,20.8,No,3.59,8.9,3.8,NABL Lab B
BTCH005816,2024-10-02,Milk,Chennai,140,1,1.43,0.21,Green Valley,13.5,Yes,4.26,9.45,6.1,NABL Lab B
BTCH005817,2024-11-12,Ghee,Bangalore,133,4,2.71,1.16,Dairy Fresh,18.0,No,3.24,8.49,6.6,NABL Lab B
BTCH005818,2024-05-02,Paneer,Bangalore,135,2,1.92,0.68,Dairy Fresh,20.8,Yes,3.74,8.34,4.8,NABL Lab C
BTCH005819,2024-08-20,Milk,Bangalore,119,0,0.44,0.63,Dairy Fresh,15.3,Yes,3.48,9.1,6.3,NABL Lab B
BTCH005820,2024-12-03,Milk,Bangalore,131,4,2.39,1.79,Creamy Way,10.7,No,4.05,8.6,5.2,NABL Lab A
BTCH005821,2024-09-09,Milk,Pune,142,2,2.95,0.01,Farm Roots,5.4,Yes,3.2,9.02,5.4,NABL Lab A
BTCH005822,2024-11-11,Ghee,Bangalore,91,2,0.45,1.68,Green Valley,23.4,Yes,3.57,9.46,5.6,NABL Lab C
BTCH005823,2024-07-04,Ghee,Pune,140,5,1.91,1.46,Creamy Way,23.1,Yes,3.84,8.41,5.5,NABL Lab B
BTCH005824,2024-04-04,Milk,Pune,92,5,0.17,0.97,Dairy Fresh,7.5,No,4.3,9.0,3.9,NABL Lab A
BTCH005825,2024-11-11,Curd,Chennai,117,0,1.03,1.1,Green Valley,19.4,No,4.5,8.77,4.4,NABL Lab A
BTCH005826,2024-11-19,Lassi,Chennai,113,2,0.27,1.98,Creamy Way,19.4,No,4.04,9.18,3.1,NABL Lab B
BTCH005827,2024-07-06,Ghee,Chennai,108,1,1.46,1.21,Dairy Fresh,22.6,No,4.18,8.81,5.6,NABL Lab A
BTCH005828,2024-07-28,Ghee,Delhi,135,5,1.29,1.83,Green Valley,20.8,No,3.48,8.59,4.0,NABL Lab B
BTCH005829,2024-11-16,Curd,Mumbai,116,2,2.31,0.77,Farm Roots,8.2,Yes,4.36,8.84,4.2,NABL Lab C
BTCH005830,2024-12-13,Milk,Chennai,134,5,1.47,1.17,Dairy Fresh,14.5,Yes,3.62,8.6,6.6,NABL Lab A
BTCH005831,2024-01-05,Curd,Pune,121,3,1.95,0.61,Dairy Fresh,9.6,No,3.94,8.33,6.5,NABL Lab B
BTCH005832,2024-06-26,Ghee,Chennai,80,3,1.1,0.85,Green Valley,10.9,No,4.31,8.38,5.2,NABL Lab A
BTCH005833,2024-08-05,Ghee,Pune,117,1,1.99,1.75,Creamy Way,13.5,Yes,4.04,8.62,6.4,NABL Lab A
BTCH005834,2024-02-29,Ghee,Chennai,89,4,2.18,1.27,Green Valley,4.7,Yes,3.37,8.28,4.5,NABL Lab B
BTCH005835,2024-02-22,Paneer,Chennai,102,2,2.52,0.68,Milko Pure,15.3,No,4.06,8.79,3.4,NABL Lab B
BTCH005836,2024-07-15,Ghee,Pune,126,0,1.38,0.7,Farm Roots,24.0,No,4.46,8.52,6.6,NABL Lab C
BTCH005837,2024-08-31,Milk,Pune,88,0,2.72,0.81,Farm Roots,19.5,Yes,4.44,8.43,3.6,NABL Lab C
BTCH005838,2024-10-31,Milk,Delhi,148,5,0.13,0.9,Farm Roots,18.4,No,3.22,9.36,5.9,NABL Lab B
BTCH005839,2024-01-29,Milk,Chennai,100,5,0.09,1.27,Creamy Way,13.2,Yes,4.16,8.89,5.0,NABL Lab B
BTCH005840,2024-05-13,Milk,Mumbai,80,2,0.78,0.07,Farm Roots,5.2,Yes,4.31,9.25,6.7,NABL Lab B
BTCH005841,2024-06-22,Lassi,Chennai,96,5,2.66,1.62,Creamy Way,16.1,Yes,3.65,8.74,4.8,NABL Lab B
BTCH005842,2024-02-24,Lassi,Bangalore,115,1,0.36,1.33,Milko Pure,16.0,Yes,3.27,9.11,3.2,NABL Lab A
BTCH005843,2024-11-15,Lassi,Delhi,92,5,1.78,1.44,Creamy Way,12.2,No,3.41,8.33,6.7,NABL Lab A
BTCH005844,2024-10-06,Paneer,Delhi,98,1,0.7,0.89,Green Valley,11.5,No,3.39,8.2,3.2,NABL Lab A
