return_id,return_date,product,return_units,return_reason,reason_category,delivery_delay_hours,product_batch_id,resolved_by_team
RTN005378,2024-11-29,Curd,9,Spoiled,Quality,1.7,BTCH023846,Customer Care
RTN005379,2024-10-17,Milk,7,Damaged Packaging,Packaging,8.5,BTCH062536,Customer Care
RTN005380,2024-10-13,Ghee,7,Taste Issue,Quality,9.7,BTCH005461,Quality Control
RTN005381,2025-02-03,Lassi,1,Damaged Packaging,Packaging,8.7,BTCH083174,Quality Control
RTN005382,2025-01-10,Lassi,9,Damaged Packaging,Packaging,4.4,BTCH090153,Customer Care
RTN005383,2024-09-16,Paneer,1,Spoiled,Quality,9.0,BTCH043153,Quality Control
RTN005384,2024-10-18,Curd,7,Late Delivery,Delivery,2.2,BTCH073252,Customer Care
RTN005385,2024-12-17,Lassi,9,Taste Issue,Quality,4.4,BTCH049928,Customer Care
RTN005386,2024-10-03,Ghee,10,Taste Issue,Quality,8.3,BTCH009709,Logistics
RTN005387,2025-05-01,Ghee,1,Wrong Product,Operations,6.5,BTCH018095,Quality Control
RTN005388,2025-07-11,Milk,2,Spoiled,Quality,8.0,BTCH025367,Quality Control
RTN005389,2025-02-28,Ghee,1,Damaged Packaging,Packaging,4.8,BTCH077218,Customer Care
RTN005390,2025-07-01,Ghee,2,Taste Issue,Quality,6.2,BTCH028092,Quality Control
RTN005391,2025-05-29,Milk,4,Damaged Packaging,Packaging,1.2,BTCH094507,Quality Control
RTN005392,2025-07-24,Curd,9,Taste Issue,Quality,8.0,BTCH042291,Quality Control
RTN005393,2025-04-17,Paneer,9,Late Delivery,Delivery,9.5,BTCH074651,Customer Care
RTN005394,2025-07-08,Curd,2,Taste Issue,Quality,7.1,BTCH015996,Customer Care
RTN005395,2025-07-25,Ghee,10,Spoiled,Quality,9.6,BTCH030587,Customer Care
RTN005396,2025-06-14,Ghee,3,Taste Issue,Quality,2.4,BTCH046978,Logistics
RTN005397,2025-06-17,Ghee,8,Late Delivery,Delivery,6.4,BTCH073977,Customer Care
RTN005398,2025-01-30,Paneer,3,Wrong Product,Operations,4.9,BTCH072954,Customer Care
RTN005399,2025-03-02,Lassi,9,Wrong Product,Operations,8.1,BTCH069301,Quality Control
RTN005400,2025-05-13,Ghee,6,Wrong Product,Operations,6.9,BTCH019563,Quality Control
RTN005401,2025-06-08,Paneer,6,Taste Issue,Quality,6.6,BTCH020821,Quality Control
RTN005402,2024-10-22,Paneer,9,Spoiled,Quality,7.6,BTCH014521,Quality Control
RTN005403,2025-03-03,Paneer,3,Late Delivery,Delivery,3.7,BTCH005471,Customer Care
RTN005404,2025-04-14,Lassi,9,Damaged Packaging,Packaging,4.3,BTCH095354,Customer Care
RTN005405,2024-12-10,Ghee,8,Wrong Product,Operations,6.4,BTCH065849,Logistics
RTN005406,2025-01-30,Lassi,7,Damaged Packaging,Packaging,3.2,BTCH072308,Logistics
RTN005407,2024-08-26,Ghee,5,Damaged Packaging,Packaging,5.7,BTCH075346,Customer Care
RTN005408,2025-05-28,Curd,3,Spoiled,Quality,2.3,BTCH083386,Logistics
RTN005409,2025-06-24,Milk,8,Damaged Packaging,Packaging,9.0,BTCH089612,Quality Control
RTN005410,2024-08-10,Curd,10,Late Delivery,Delivery,9.2,BTCH091754,Quality Control
RTN005411,2025-04-17,Ghee,5,Taste Issue,Quality,7.1,BTCH036233,Logistics
RTN005412,2025-07-16,Milk,5,Taste Issue,Quality,3.9,BTCH020512,Customer Care
RTN005413,2025-01-01,Ghee,6,Spoiled,Quality,8.4,BTCH085448,Logistics
RTN005414,2025-05-13,Lassi,10,Wrong Product,Operations,4.2,BTCH043863,Logistics
RTN005415,2025-07-22,Curd,10,Wrong Product,Operations,3.6,BTCH041720,Logistics
RTN005416,2024-10-13,Curd,7,Damaged Packaging,Packaging,8.9,BTCH080135,Customer Care
RTN005417,2024-09-18,Ghee,9,Taste Issue,Quality,4.3,BTCH094716,Logistics
RTN005418,2025-04-02,Milk,10,Late Delivery,Delivery,3.5,BTCH066102,Logistics
RTN005419,2025-06-08,Milk,2,Wrong Product,Operations,7.8,BTCH004934,Logistics
RTN005420,2024-12-10,Curd,10,Wrong Product,Operations,6.5,BTCH020347,Logistics
RTN005421,2024-10-23,Curd,3,Late Delivery,Delivery,5.2,BTCH099527,Quality Control
RTN005422,2024-09-01,Paneer,5,Taste Issue,Quality,1.7,BTCH050014,Customer Care
RTN005423,2025-01-07,Lassi,1,Taste Issue,Quality,6.3,BTCH033298,Customer Care
RTN005424,2025-04-23,Milk,2,Taste Issue,Quality,9.7,BTCH035992,Logistics
RTN005425,2025-05-02,Paneer,4,Damaged Packaging,Packaging,5.5,BTCH009436,Customer Care
RTN005426,2025-02-08,Paneer,8,Late Delivery,Delivery,3.7,BTCH069073,Customer Care
RTN005427,2025-02-19,Ghee,8,Spoiled,Quality,9.3,BTCH042769,Customer Care
RTN005428,2025-05-29,Curd,7,Spoiled,Quality,3.5,BTCH076779,Logistics
RTN005429,2025-04-27,Ghee,1,Taste Issue,Quality,8.9,BTCH063512,Customer Care
RTN005430,2024-09-29,Ghee,3,Wrong Product,Operations,1.4,BTCH082461,Customer Care
RTN005431,2025-05-17,Paneer,7,Damaged Packaging,Packaging,6.2,BTCH008254,Logistics
RTN005432,2024-11-22,Lassi,3,Taste Issue,Quality,8.2,BTCH045748,Customer Care
RTN005433,2025-07-14,Ghee,3,Taste Issue,Quality,3.6,BTCH005581,Logistics
RTN005434,2025-02-16,Milk,6,Damaged Packaging,Packaging,7.2,BTCH085067,Quality Control
RTN005435,2025-04-08,Paneer,9,Late Delivery,Delivery,8.6,BTCH088288,Customer Care
RTN005436,2024-09-12,Ghee,6,Damaged Packaging,Packaging,5.5,BTCH011711,Logistics
RTN005437,2024-12-16,Ghee,3,Wrong Product,Operations,2.6,BTCH079606,Customer Care
RTN005438,2025-05-19,Ghee,8,Taste Issue,Quality,2.7,BTCH098093,Customer Care
RTN005439,2025-05-17,Milk,8,Taste Issue,Quality,6.1,BTCH002933,Customer Care
RTN005440,2025-05-19,Curd,2,Taste Issue,Quality,7.0,BTCH013115,Quality Control
RTN005441,2024-10-12,Lassi,2,Wrong Product,Operations,4.8,BTCH048540,Logistics
RTN005442,2024-11-06,Paneer,10,Damaged Packaging,Packaging,3.0,BTCH040216,Quality Control
RTN005443,2024-09-10,Paneer,6,Late Delivery,Delivery,6.7,BTCH056289,Customer Care
RTN005444,2024-10-27,Lassi,9,Late Delivery,Delivery,5.2,BTCH088207,Logistics
RTN005445,2025-06-06,Lassi,6,Taste Issue,Quality,4.8,BTCH057669,Customer Care
RTN005446,2024-08-27,Ghee,6,Wrong Product,Operations,7.8,BTCH076330,Logistics
RTN005447,2025-01-17,Ghee,1,Damaged Packaging,Packaging,3.3,BTCH095065,Quality Control
RTN005448,2025-03-12,Curd,4,Damaged Packaging,Packaging,2.2,BTCH056612,Quality Control
RTN005449,2025-05-02,Ghee,8,Spoiled,Quality,3.4,BTCH053809,Quality Control
RTN005450,2025-05-26,Paneer,3,Spoiled,Quality,8.3,BTCH034817,Quality Control
RTN005451,2025-07-15,Milk,8,Wrong Product,Operations,9.5,BTCH090956,Logistics
RTN005452,2024-09-26,Curd,2,Damaged Packaging,Packaging,2.1,BTCH077823,Customer Care
RTN005453,2024-08-21,Ghee,2,Spoiled,Quality,6.6,BTCH014391,Logistics
RTN005454,2025-02-01,Curd,5,Wrong Product,Operations,4.5,BTCH029979,Customer Care
RTN005455,2025-04-01,Lassi,5,Late Delivery,Delivery,6.6,BTCH086411,Customer Care
RTN005456,2024-11-09,Lassi,8,Late Delivery,Delivery,1.7,BTCH047879,Customer Care
RTN005457,2025-07-09,Lassi,6,Wrong Product,Operations,2.5,BTCH029262,Customer Care
RTN005458,2025-01-08,Curd,8,Damaged Packaging,Packaging,1.0,BTCH069989,Customer Care
RTN005459,2024-12-01,Curd,8,Late Delivery,Delivery,6.2,BTCH041167,Logistics
RTN005460,2024-12-30,Paneer,3,Taste Issue,Quality,3.7,BTCH048875,Customer Care
RTN005461,2025-04-09,Lassi,1,Taste Issue,Quality,7.9,BTCH045091,Customer Care
RTN005462,2024-12-22,Lassi,5,Wrong Product,Operations,3.6,BTCH065744,Logistics
RTN005463,2025-01-30,Ghee,7,Spoiled,Quality,1.6,BTCH069587,Customer Care
RTN005464,2024-12-02,Milk,4,Wrong Product,Operations,1.7,BTCH027972,Quality Control
RTN005465,2025-05-29,Curd,8,Spoiled,Quality,3.0,BTCH060951,Logistics
RTN005466,2025-03-13,Curd,7,Taste Issue,Quality,10.0,BTCH058274,Quality Control
RTN005467,2024-11-23,Milk,5,Wrong Product,Operations,6.7,BTCH064113,Quality Control
RTN005468,2025-05-21,Paneer,5,Spoiled,Quality,5.6,BTCH093539,Customer Care
RTN005469,2025-03-30,Lassi,6,Spoiled,Quality,5.2,BTCH028411,Customer Care
RTN005470,2025-01-15,Curd,6,Wrong Product,Operations,0.4,BTCH060488,Logistics
RTN005471,2025-06-23,Paneer,10,Wrong Product,Operations,1.0,BTCH010202,Customer Care
RTN005472,2024-08-10,Curd,10,Spoiled,Quality,6.6,BTCH005153,Logistics
RTN005473,2025-02-07,Ghee,1,Wrong Product,Operations,4.6,BTCH084700,Customer Care
RTN005474,2025-04-10,Lassi,1,Wrong Product,Operations,5.4,BTCH091846,Quality Control
RTN005475,2025-04-02,Paneer,9,Damaged Packaging,Packaging,3.1,BTCH012828,Customer Care
RTN005476,2024-09-19,Paneer,2,Damaged Packaging,Packaging,5.8,BTCH030979,Quality Control
RTN005477,2025-03-01,Lassi,10,Wrong Product,Operations,4.5,BTCH088717,Logistics
RTN005478,2024-12-26,Curd,4,Wrong Product,Operations,4.9,BTCH031478,Customer Care
RTN005479,2024-12-17,Curd,9,Taste Issue,Quality,4.1,BTCH064101,Logistics
RTN005480,2025-05-28,Ghee,3,Late Delivery,Delivery,5.3,BTCH028102,Customer Care
RTN005481,2024-12-03,Milk,4,Late Delivery,Delivery,8.0,BTCH013956,Logistics
RTN005482,2025-03-20,Lassi,1,Spoiled,Quality,2.7,BTCH006178,Quality Control
RTN005483,2024-08-15,Ghee,5,Late Delivery,Delivery,4.9,BTCH040601,Quality Control
RTN005484,2024-12-05,Paneer,7,Wrong Product,Operations,8.5,BTCH029494,Customer Care
RTN005485,2025-05-21,Ghee,10,Wrong Product,Operations,4.4,BTCH008200,Quality Control
RTN005486,2025-03-29,Curd,9,Spoiled,Quality,2.0,BTCH087499,Logistics
RTN005487,2024-09-25,Milk,8,Late Delivery,Delivery,8.0,BTCH082430,Customer Care
RTN005488,2025-03-15,Curd,9,Late Delivery,Delivery,3.9,BTCH003302,Quality Control
RTN005489,2025-04-08,Paneer,6,Late Delivery,Delivery,9.5,BTCH087739,Customer Care
RTN005490,2024-08-25,Paneer,8,Taste Issue,Quality,9.5,BTCH092739,Logistics
RTN005491,2025-03-06,Paneer,9,Taste Issue,Quality,3.9,BTCH076451,Logistics
RTN005492,2024-11-11,Milk,3,Late Delivery,Delivery,9.6,BTCH021791,Logistics
RTN005493,2024-08-21,Curd,3,Damaged Packaging,Packaging,8.7,BTCH049495,Logistics
RTN005494,2024-08-08,Milk,10,Wrong Product,Operations,7.9,BTCH071638,Quality Control
RTN005495,2025-05-01,Paneer,6,Taste Issue,Quality,8.7,BTCH051684,Customer Care
RTN005496,2024-09-25,Ghee,5,Damaged Packaging,Packaging,3.8,BTCH048799,Quality Control
RTN005497,2025-06-03,Paneer,3,Damaged Packaging,Packaging,6.9,BTCH041554,Customer Care
RTN005498,2025-07-26,Curd,2,Spoiled,Quality,5.2,BTCH090117,Quality Control
RTN005499,2025-03-13,Curd,2,Late Delivery,Delivery,3.8,BTCH059002,Logistics
RTN005500,2025-02-22,Lassi,1,Damaged Packaging,Packaging,1.4,BTCH027011,Quality Control
RTN005501,2025-05-07,Lassi,2,Taste Issue,Quality,2.2,BTCH094671,Customer Care
RTN005502,2025-05-04,Lassi,5,Spoiled,Quality,5.4,BTCH036630,Customer Care
RTN005503,2025-02-01,Milk,5,Wrong Product,Operations,6.7,BTCH021734,Logistics
RTN005504,2025-07-24,Milk,5,Taste Issue,Quality,2.4,BTCH031842,Customer Care
RTN005505,2025-06-24,Curd,1,Spoiled,Quality,1.1,BTCH058054,Logistics
RTN005506,2025-01-09,Lassi,4,Wrong Product,Operations,0.1,BTCH000213,Quality Control
RTN005507,2025-03-10,Ghee,7,Damaged Packaging,Packaging,4.7,BTCH063296,Logistics
RTN005508,2025-04-12,Lassi,1,Wrong Product,Operations,6.6,BTCH063330,Customer Care
RTN005509,2024-08-19,Milk,9,Late Delivery,Delivery,7.8,BTCH049443,Logistics
RTN005510,2025-07-20,Lassi,6,Spoiled,Quality,4.8,BTCH085749,Customer Care
RTN005511,2024-08-13,Milk,7,Late Delivery,Delivery,9.6,BTCH065404,Logistics
RTN005512,2024-08-10,Milk,5,Taste Issue,Quality,5.2,BTCH067653,Customer Care
RTN005513,2024-11-19,Lassi,1,Damaged Packaging,Packaging,1.0,BTCH051110,Quality Control
RTN005514,2024-09-21,Paneer,1,Late Delivery,Delivery,8.9,BTCH087987,Logistics
RTN005515,2024-08-20,Ghee,5,Damaged Packaging,Packaging,8.0,BTCH033647,Quality Control
RTN005516,2025-02-23,Ghee,8,Damaged Packaging,Packaging,1.1,BTCH080331,Logistics
RTN005517,2025-06-25,Ghee,1,Damaged Packaging,Packaging,7.2,BTCH089744,Logistics
RTN005518,2025-03-10,Lassi,1,Wrong Product,Operations,7.8,BTCH032791,Quality Control
RTN005519,2024-12-20,Milk,10,Wrong Product,Operations,6.5,BTCH030077,Customer Care
RTN005520,2024-10-20,Paneer,6,Spoiled,Quality,7.1,BTCH078143,Customer Care
RTN005521,2024-10-31,Milk,2,Taste Issue,Quality,0.7,BTCH048990,Quality Control
RTN005522,2024-12-08,Lassi,2,Late Delivery,Delivery,4.0,BTCH071412,Logistics
RTN005523,2025-06-18,Lassi,7,Wrong Product,Operations,9.5,BTCH060604,Customer Care
RTN005524,2025-05-31,Paneer,2,Damaged Packaging,Packaging,9.2,BTCH008780,Quality Control
RTN005525,2024-10-05,Paneer,7,Late Delivery,Delivery,7.8,BTCH044687,Logistics
RTN005526,2025-01-03,Ghee,1,Late Delivery,Delivery,1.7,BTCH055502,Quality Control
RTN005527,2024-10-23,Milk,9,Taste Issue,Quality,4.6,BTCH036222,Quality Control
RTN005528,2024-09-05,Milk,3,Taste Issue,Quality,2.3,BTCH048242,Quality Control
RTN005529,2024-11-28,Paneer,9,Damaged Packaging,Packaging,1.9,BTCH081469,Quality Control
RTN005530,2025-04-18,Milk,1,Wrong Product,Operations,3.6,BTCH031368,Customer Care
RTN005531,2024-11-05,Milk,8,Damaged Packaging,Packaging,3.4,BTCH033256,Customer Care
RTN005532,2025-01-30,Lassi,4,Damaged Packaging,Packaging,1.2,BTCH021355,Quality Control
RTN005533,2024-12-28,Milk,5,Spoiled,Quality,9.1,BTCH011591,Logistics
RTN005534,2025-07-01,Lassi,4,Late Delivery,Delivery,0.9,BTCH043309,Customer Care
RTN005535,2024-11-09,Lassi,10,Wrong Product,Operations,5.7,BTCH001565,Logistics
RTN005536,2024-09-09,Curd,10,Wrong Product,Operations,1.0,BTCH064612,Logistics
RTN005537,2025-04-28,Ghee,1,Late Delivery,Delivery,0.3,BTCH053846,Quality Control
RTN005538,2025-03-09,Ghee,1,Taste Issue,Quality,3.0,BTCH016983,Customer Care
RTN005539,2025-04-12,Ghee,1,Damaged Packaging,Packaging,0.9,BTCH051402,Customer Care
RTN005540,2024-09-14,Lassi,4,Taste Issue,Quality,5.9,BTCH027373,Logistics
RTN005541,2025-07-10,Ghee,7,Taste Issue,Quality,2.6,BTCH099098,Quality Control
RTN005542,2025-07-08,Ghee,7,Wrong Product,Operations,4.6,BTCH087456,Customer Care
RTN005543,2025-06-16,Milk,1,Wrong Product,Operations,2.8,BTCH040654,Customer Care
RTN005544,2025-06-24,Lassi,8,Late Delivery,Delivery,8.4,BTCH083762,Customer Care
RTN005545,2025-03-15,Paneer,1,Late Delivery,Delivery,2.3,BTCH034629,Quality Control
RTN005546,2024-08-20,Ghee,8,Damaged Packaging,Packaging,9.1,BTCH065520,Customer Care
RTN005547,2025-03-25,Curd,2,Spoiled,Quality,3.0,BTCH036819,Quality Control
RTN005548,2025-04-05,Milk,10,Damaged Packaging,Packaging,7.0,BTCH057513,Quality Control
RTN005549,2024-12-20,Paneer,2,Taste Issue,Quality,0.9,BTCH045147,Customer Care
RTN005550,2025-07-15,Milk,6,Damaged Packaging,Packaging,1.6,BTCH006746,Customer Care
RTN005551,2025-02-19,Lassi,10,Damaged Packaging,Packaging,8.2,BTCH094126,Customer Care
RTN005552,2025-03-29,Ghee,7,Spoiled,Quality,1.1,BTCH006715,Customer Care
RTN005553,2024-12-04,Lassi,8,Wrong Product,Operations,3.1,BTCH058927,Customer Care
RTN005554,2025-01-15,Curd,6,Wrong Product,Operations,3.4,BTCH019643,Quality Control
RTN005555,2025-08-05,Lassi,8,Late Delivery,Delivery,1.7,BTCH089539,Quality Control
RTN005556,2025-01-13,Paneer,5,Taste Issue,Quality,3.4,BTCH089169,Logistics
RTN005557,2024-08-23,Paneer,10,Spoiled,Quality,6.1,BTCH033794,Quality Control
RTN005558,2024-10-14,Ghee,9,Damaged Packaging,Packaging,7.4,BTCH001496,Customer Care
RTN005559,2025-06-28,Ghee,10,Taste Issue,Quality,1.8,BTCH085191,Quality Control
RTN005560,2025-03-10,Ghee,2,Late Delivery,Delivery,5.2,BTCH053709,Quality Control
RTN005561,2025-07-15,Ghee,1,Taste Issue,Quality,7.7,BTCH058047,Customer Care
RTN005562,2025-03-11,Ghee,8,Taste Issue,Quality,3.7,BTCH005359,Quality Control
RTN005563,2024-12-12,Paneer,10,Taste Issue,Quality,8.9,BTCH053251,Logistics
RTN005564,2024-11-10,Ghee,4,Wrong Product,Operations,4.7,BTCH024083,Quality Control
RTN005565,2024-08-11,Ghee,2,Spoiled,Quality,0.6,BTCH057384,Logistics
RTN005566,2024-10-11,Curd,2,Late Delivery,Delivery,5.5,BTCH054978,Logistics
RTN005567,2024-08-22,Paneer,1,Wrong Product,Operations,5.4,BTCH085611,Logistics
RTN005568,2025-03-30,Curd,4,Late Delivery,Delivery,2.3,BTCH089708,Logistics
RTN005569,2025-01-05,Milk,3,Late Delivery,Delivery,6.2,BTCH030119,Customer Care
RTN005570,2025-07-31,Curd,7,Spoiled,Quality,7.9,BTCH092848,Logistics
RTN005571,2025-07-22,Ghee,10,Damaged Packaging,Packaging,7.1,BTCH089136,Logistics
RTN005572,2024-09-03,Ghee,10,Damaged Packaging,Packaging,6.5,BTCH025000,Customer Care
RTN005573,2024-08-07,Ghee,9,Wrong Product,Operations,3.2,BTCH018426,Quality Control
RTN005574,2025-08-05,Curd,2,Late Delivery,Delivery,5.1,BTCH031778,Customer Care
RTN005575,2024-12-23,Milk,1,Wrong Product,Operations,8.6,BTCH034722,Customer Care
RTN005576,2024-10-04,Lassi,9,Damaged Packaging,Packaging,2.9,BTCH062768,Customer Care
RTN005577,2024-09-13,Paneer,2,Spoiled,Quality,9.6,BTCH082805,Quality Control
RTN005578,2024-10-13,Milk,5,Late Delivery,Delivery,3.6,BTCH040766,Logistics
RTN005579,2024-08-19,Lassi,1,Damaged Packaging,Packaging,2.5,BTCH058205,Customer Care
RTN005580,2025-01-23,Curd,3,Damaged Packaging,Packaging,3.3,BTCH003915,Customer Care
RTN005581,2024-10-17,Lassi,7,Taste Issue,Quality,5.3,BTCH058541,Quality Control
RTN005582,2025-01-22,Ghee,1,Late Delivery,Delivery,0.4,BTCH094648,Quality Control
RTN005583,2024-11-18,Paneer,3,Spoiled,Quality,2.5,BTCH009852,Customer Care
RTN005584,2025-02-10,Milk,2,Taste Issue,Quality,9.7,BTCH042734,Quality Control
RTN005585,2024-11-10,Ghee,7,Late Delivery,Delivery,9.5,BTCH075588,Quality Control
RTN005586,2024-08-08,Paneer,9,Wrong Product,Operations,5.7,BTCH063444,Logistics
RTN005587,2025-04-05,Lassi,8,Late Delivery,Delivery,8.3,BTCH091707,Logistics
RTN005588,2025-05-18,Curd,3,Damaged Packaging,Packaging,5.7,BTCH053569,Logistics
RTN005589,2025-05-29,Lassi,2,Wrong Product,Operations,9.2,BTCH075686,Customer Care
RTN005590,2025-04-25,Curd,5,Spoiled,Quality,4.3,BTCH030731,Logistics
RTN005591,2024-11-28,Paneer,9,Taste Issue,Quality,5.1,BTCH061736,Logistics
RTN005592,2025-04-01,Milk,6,Spoiled,Quality,7.0,BTCH023436,Quality Control
RTN005593,2024-10-24,Ghee,5,Damaged Packaging,Packaging,6.8,BTCH019670,Logistics
RTN005594,2024-12-31,Paneer,3,Spoiled,Quality,0.8,BTCH064108,Customer Care
RTN005595,2025-05-11,Curd,6,Damaged Packaging,Packaging,0.7,BTCH036101,Quality Control
RTN005596,2024-08-21,Ghee,10,Late Delivery,Delivery,6.6,BTCH091250,Logistics
RTN005597,2025-02-04,Milk,5,Wrong Product,Operations,4.2,BTCH061141,Customer Care
RTN005598,2025-05-29,Milk,2,Damaged Packaging,Packaging,1.7,BTCH089253,Quality Control
RTN005599,2025-04-02,Lassi,8,Damaged Packaging,Packaging,2.8,BTCH006659,Logistics
RTN005600,2024-08-12,Ghee,1,Wrong Product,Operations,5.3,BTCH044782,Customer Care
RTN005601,2024-10-22,Lassi,4,Late Delivery,Delivery,0.1,BTCH048820,Quality Control
RTN005602,2024-12-14,Ghee,3,Late Delivery,Delivery,6.9,BTCH028334,Customer Care
RTN005603,2024-09-03,Lassi,1,Wrong Product,Operations,0.5,BTCH011525,Customer Care
RTN005604,2025-03-06,Curd,8,Taste Issue,Quality,1.5,BTCH017640,Customer Care
RTN005605,2024-10-21,Ghee,2,Damaged Packaging,Packaging,7.4,BTCH069669,Customer Care
RTN005606,2024-08-31,Lassi,2,Taste Issue,Quality,6.3,BTCH000914,Logistics
RTN005607,2025-05-20,Curd,1,Spoiled,Quality,5.7,BTCH065058,Quality Control
RTN005608,2025-03-21,Ghee,3,Spoiled,Quality,6.2,BTCH045928,Logistics
RTN005609,2025-07-04,Lassi,3,Spoiled,Quality,1.2,BTCH073709,Logistics
RTN005610,2024-10-11,Lassi,6,Late Delivery,Delivery,2.4,BTCH092410,Logistics
RTN005611,2025-04-23,Lassi,8,Spoiled,Quality,8.3,BTCH075413,Quality Control
RTN005612,2024-12-14,Paneer,8,Taste Issue,Quality,3.4,BTCH021172,Quality Control
RTN005613,2025-07-23,Milk,6,Taste Issue,Quality,9.6,BTCH082790,Customer Care
RTN005614,2024-10-19,Curd,2,Spoiled,Quality,4.3,BTCH027658,Quality Control
RTN005615,2024-12-03,Ghee,2,Damaged Packaging,Packaging,6.0,BTCH002543,Customer Care
RTN005616,2024-11-26,Curd,8,Damaged Packaging,Packaging,7.0,BTCH014510,Customer Care
RTN005617,2025-02-27,Paneer,5,Taste Issue,Quality,8.1,BTCH031225,Quality Control
RTN005618,2025-01-14,Ghee,3,Wrong Product,Operations,1.3,BTCH078813,Logistics
RTN005619,2025-04-26,Lassi,9,Late Delivery,Delivery,6.9,BTCH023307,Customer Care
RTN005620,2024-11-12,Lassi,8,Wrong Product,Operations,2.4,BTCH084642,Customer Care
RTN005621,2024-10-07,Ghee,8,Late Delivery,Delivery,8.8,BTCH033802,Customer Care
RTN005622,2024-09-10,Paneer,5,Late Delivery,Delivery,6.3,BTCH044907,Customer Care
RTN005623,2024-09-28,Lassi,8,Taste Issue,Quality,5.0,BTCH079116,Customer Care
RTN005624,2024-09-07,Curd,8,Spoiled,Quality,3.4,BTCH053229,Quality Control
RTN005625,2025-02-01,Curd,4,Taste Issue,Quality,8.7,BTCH084881,Logistics
RTN005626,2025-06-28,Paneer,10,Taste Issue,Quality,0.5,BTCH029674,Customer Care
RTN005627,2024-09-16,Lassi,1,Damaged Packaging,Packaging,1.3,BTCH061722,Quality Control
RTN005628,2024-08-14,Ghee,1,Spoiled,Quality,7.2,BTCH074400,Customer Care
RTN005629,2025-01-26,Milk,10,Spoiled,Quality,4.2,BTCH046444,Customer Care
RTN005630,2024-11-07,Paneer,8,Wrong Product,Operations,1.3,BTCH021993,Customer Care
RTN005631,2025-05-23,Ghee,3,Late Delivery,Delivery,3.7,BTCH077844,Logistics
RTN005632,2024-12-30,Milk,4,Wrong Product,Operations,7.8,BTCH030269,Logistics
RTN005633,2025-01-05,Lassi,2,Damaged Packaging,Packaging,9.2,BTCH082514,Logistics
RTN005634,2025-01-27,Milk,6,Late Delivery,Delivery,4.7,BTCH014252,Quality Control
RTN005635,2025-01-03,Milk,8,Late Delivery,Delivery,8.2,BTCH051905,Customer Care
RTN005636,2024-08-24,Milk,5,Wrong Product,Operations,9.6,BTCH043026,Customer Care
RTN005637,2025-02-24,Lassi,1,Spoiled,Quality,6.3,BTCH068381,Customer Care
RTN005638,2025-02-12,Paneer,10,Late Delivery,Delivery,2.2,BTCH043249,Quality Control
RTN005639,2024-08-24,Lassi,5,Wrong Product,Operations,8.0,BTCH021442,Logistics
RTN005640,2024-08-30,Lassi,9,Late Delivery,Delivery,8.3,BTCH099833,Quality Control
RTN005641,2024-11-25,Curd,10,Wrong Product,Operations,6.8,BTCH090904,Customer Care
RTN005642,2024-12-20,Ghee,2,Damaged Packaging,Packaging,2.5,BTCH078005,Logistics
RTN005643,2025-06-24,Paneer,3,Wrong Product,Operations,7.7,BTCH021434,Quality Control
RTN005644,2024-08-09,Curd,8,Late Delivery,Delivery,4.0,BTCH001390,Logistics
RTN005645,2024-08-20,Paneer,3,Taste Issue,Quality,5.6,BTCH075321,Logistics
RTN005646,2024-11-06,Milk,7,Damaged Packaging,Packaging,8.4,BTCH053292,Logistics
RTN005647,2025-03-23,Curd,5,Late Delivery,Delivery,4.5,BTCH064080,Logistics
RTN005648,2024-10-22,Curd,6,Damaged Packaging,Packaging,6.6,BTCH006881,Quality Control
RTN005649,2025-04-06,Curd,3,Late Delivery,Delivery,1.2,BTCH081166,Customer Care
RTN005650,2025-01-01,Lassi,3,Spoiled,Quality,7.3,BTCH058049,Customer Care
RTN005651,2025-05-01,Curd,10,Late Delivery,Delivery,6.2,BTCH040079,Logistics
RTN005652,2024-10-18,Lassi,7,Taste Issue,Quality,0.2,BTCH041873,Logistics
RTN005653,2024-11-11,Lassi,3,Damaged Packaging,Packaging,1.7,BTCH061448,Quality Control
RTN005654,2025-01-15,Paneer,6,Wrong Product,Operations,2.0,BTCH066971,Logistics
RTN005655,2024-09-12,Paneer,4,Spoiled,Quality,9.3,BTCH030467,Customer Care
RTN005656,2025-02-03,Curd,4,Late Delivery,Delivery,0.5,BTCH030147,Customer Care
RTN005657,2025-07-28,Curd,2,Late Delivery,Delivery,1.5,BTCH099373,Customer Care
RTN005658,2025-02-16,Curd,1,Taste Issue,Quality,5.4,BTCH025019,Quality Control
RTN005659,2025-03-02,Ghee,3,Spoiled,Quality,2.4,BTCH045462,Logistics
RTN005660,2025-03-28,Curd,2,Wrong Product,Operations,0.5,BTCH032577,Logistics
RTN005661,2025-02-22,Curd,2,Spoiled,Quality,4.9,BTCH011767,Customer Care
RTN005662,2025-04-04,Curd,6,Taste Issue,Quality,8.6,BTCH007097,Quality Control
RTN005663,2025-01-19,Curd,1,Damaged Packaging,Packaging,1.5,BTCH084887,Quality Control
RTN005664,2025-01-05,Curd,6,Wrong Product,Operations,3.1,BTCH010315,Quality Control
RTN005665,2024-11-21,Lassi,3,Damaged Packaging,Packaging,8.1,BTCH011483,Logistics
RTN005666,2025-08-03,Curd,4,Taste Issue,Quality,8.0,BTCH004666,Customer Care
RTN005667,2025-07-29,Lassi,2,Taste Issue,Quality,0.9,BTCH032699,Quality Control
